"","Gene","count","Disease_specificity"
"2098","CHEK2",282,0.0619099890230516
"2099","MIR204",20,0.00439077936333699
"2100","AQP5",28,0.00614709110867179
"2101","RBP4",64,0.0140504939626784
"2102","OPLAH",44,0.00965971459934138
"2103","APPL1",81,0.0177826564215148
"2104","GABBR2",252,0.0553238199780461
"2105","PTH",38,0.00834248079034029
"2106","AKAP10",8,0.0017563117453348
"2107","PROC",114,0.0250274423710209
"2108","NTN1",66,0.0144895718990121
"2109","NPRL3",86,0.0188803512623491
"2110","COQ2",497,0.109110867178924
"2111","HMGA1",17,0.00373216245883644
"2112","SLC20A2",140,0.0307354555433589
"2113","KRT9",65,0.0142700329308452
"2114","HBG1",38,0.00834248079034029
"2115","SLC2A2",193,0.042371020856202
"2116","CRYGB",8,0.0017563117453348
"2117","CHN1",267,0.0586169045005488
"2118","STUB1",291,0.0638858397365532
"2119","FGF14",130,0.0285400658616905
"2120","CACNA1D",209,0.0458836443468716
"2121","FCGR2A",195,0.0428100987925357
"2122","TMEM240",107,0.0234906695938529
"2123","ZEB1",100,0.021953896816685
"2124","GUCA1A",99,0.0217343578485181
"2125","FAT2",30,0.00658616904500549
"2126","HSPB1",150,0.0329308452250274
"2127","ALG8",161,0.0353457738748628
"2128","CRYBB3",13,0.00285400658616904
"2129","CYP2C9",3,0.000658616904500549
"2130","FZD4",89,0.0195389681668496
"2131","KCTD17",66,0.0144895718990121
"2132","ZSWIM6",432,0.094840834248079
"2133","IMPDH1",221,0.0485181119648738
"2134","DNAJC5",45,0.00987925356750823
"2135","GUCA1B",120,0.026344676180022
"2136","CHD1",131,0.0287596048298573
"2137","SSBP1",11,0.00241492864983535
"2138","PIKFYVE",13,0.00285400658616904
"2139","LRAT",231,0.0507135016465423
"2140","AGRP",14,0.00307354555433589
"2141","GP1BA",284,0.0623490669593853
"2142","TENM4",19,0.00417124039517014
"2143","RRM2B",663,0.145554335894621
"2144","ABCA4",255,0.0559824368825467
"2145","TNFAIP3",88,0.0193194291986828
"2146","ATP1A1",75,0.0164654226125137
"2147","CSNK1D",11,0.00241492864983535
"2148","NR0B2",14,0.00307354555433589
"2149","PRCC",15,0.00329308452250274
"2150","TBR1",171,0.0375411635565313
"2151","TOR1A",318,0.0698133918770582
"2152","PHB",9,0.00197585071350165
"2153","NOS3",79,0.0173435784851811
"2154","ELOVL1",32,0.00702524698133919
"2155","VEGFC",104,0.0228320526893524
"2156","NDNF",202,0.0443468715697036
"2157","TSHZ1",20,0.00439077936333699
"2158","SGCE",64,0.0140504939626784
"2159","EGFR",159,0.0349066959385291
"2160","DSPP",80,0.017563117453348
"2161","MFN2",449,0.0985729967069155
"2162","RABL3",10,0.0021953896816685
"2163","NFIA",112,0.0245883644346872
"2164","ERBB3",110,0.0241492864983535
"2165","PRKCG",123,0.0270032930845225
"2166","NFIB",67,0.0147091108671789
"2167","ELP4",14,0.00307354555433589
"2168","RORA",103,0.0226125137211855
"2169","PRPF6",122,0.0267837541163557
"2170","CFAP43",48,0.0105378704720088
"2171","ATXN1",228,0.0500548847420417
"2172","KMT5B",28,0.00614709110867179
"2173","SYNE2",178,0.0390779363336992
"2174","SLC6A1",85,0.0186608122941822
"2175","COL17A1",247,0.0542261251372119
"2176","TUBA3D",6,0.0013172338090011
"2177","HFE",361,0.0792535675082327
"2178","FOXF1",299,0.065642151481888
"2179","TBP",232,0.0509330406147091
"2180","NOL3",22,0.00482985729967069
"2181","RPSA",22,0.00482985729967069
"2182","PMS2",250,0.0548847420417124
"2183","ZNF462",175,0.0384193194291987
"2184","TTBK2",66,0.0144895718990121
"2185","PRKCSH",101,0.0221734357848518
"2186","ITGB4",553,0.121405049396268
"2187","CILK1",200,0.0439077936333699
"2188","SPR",153,0.033589462129528
"2189","CTNNA3",10,0.0021953896816685
"2190","KRT4",11,0.00241492864983535
"2191","COL4A4",83,0.0182217343578485
"2192","SCN4B",57,0.0125137211855104
"2193","MYLK2",19,0.00417124039517014
"2194","MRAP2",5,0.00109769484083425
"2195","MICAL1",17,0.00373216245883644
"2196","DCN",18,0.00395170142700329
"2197","TMEM127",267,0.0586169045005488
"2198","SLC6A2",6,0.0013172338090011
"2199","GJA3",7,0.00153677277716795
"2200","GNAI3",217,0.0476399560922064
"2201","CACNB2",40,0.00878155872667398
"2202","WNT10B",132,0.0289791437980241
"2203","GLUD2",77,0.0169045005488474
"2204","RBP3",150,0.0329308452250274
"2205","OPTN",108,0.0237102085620198
"2206","KDF1",94,0.0206366630076839
"2207","SLC2A9",66,0.0144895718990121
"2208","KRT81",75,0.0164654226125137
"2209","SLC22A18",35,0.00768386388583974
"2210","IMPG2",192,0.0421514818880351
"2211","ZNF423",197,0.0432491767288694
"2212","CAPN5",40,0.00878155872667398
"2213","PRKD1",99,0.0217343578485181
"2214","GHRL",14,0.00307354555433589
"2215","CASQ2",50,0.0109769484083425
"2216","MYOCD",47,0.0103183315038419
"2217","GIGYF2",124,0.0272228320526894
"2218","STK11",314,0.0689352360043908
"2219","PICALM",13,0.00285400658616904
"2220","JPH3",82,0.0180021953896817
"2221","NPPA",49,0.0107574094401756
"2222","VAMP2",58,0.0127332601536773
"2223","PITPNM3",36,0.00790340285400659
"2224","MNX1",173,0.037980241492865
"2225","AHDC1",259,0.0568605927552141
"2226","SCO2",311,0.0682766190998902
"2227","NR4A2",77,0.0169045005488474
"2228","ITGA2B",218,0.0478594950603732
"2229","MEF2C",195,0.0428100987925357
"2230","SLC30A2",21,0.00461031833150384
"2231","TCOF1",361,0.0792535675082327
"2232","ACTN4",45,0.00987925356750823
"2233","MCC",43,0.00944017563117453
"2234","OPA3",225,0.0493962678375412
"2235","TMEM63A",71,0.0155872667398463
"2236","HLA-DRB1",786,0.172557628979144
"2237","DNAAF4",214,0.0469813391877058
"2238","ATXN10",155,0.0340285400658617
"2239","TMC1",19,0.00417124039517014
"2240","CCM2",100,0.021953896816685
"2241","AFG3L2",279,0.061251372118551
"2242","IVNS1ABP",123,0.0270032930845225
"2243","CRB1",276,0.0605927552140505
"2244","AGO2",142,0.0311745334796926
"2245","SH3GL1",13,0.00285400658616904
"2246","PMP2",27,0.00592755214050494
"2247","DIP2B",13,0.00285400658616904
"2248","EPO",18,0.00395170142700329
"2249","GABRA1",275,0.0603732162458836
"2250","TRPC3",41,0.00900109769484083
"2251","ANXA11",75,0.0164654226125137
"2252","SCD5",11,0.00241492864983535
"2253","KCNT1",143,0.0313940724478595
"2254","BMS1",68,0.0149286498353458
"2255","FTL",268,0.0588364434687157
"2256","KCNJ6",263,0.0577387486278814
"2257","ADRB3",14,0.00307354555433589
"2258","NLRP12",93,0.020417124039517
"2259","IFNG",276,0.0605927552140505
"2260","SPG7",293,0.0643249176728869
"2261","FIGLA",44,0.00965971459934138
"2262","RELN",254,0.0557628979143798
"2263","TBK1",348,0.0763995609220637
"2264","AR",459,0.100768386388584
"2265","NBEA",77,0.0169045005488474
"2266","EYA4",54,0.0118551042810099
"2267","EGLN1",8,0.0017563117453348
"2268","SPTLC1",65,0.0142700329308452
"2269","VPS35",126,0.0276619099890231
"2270","POLR1D",286,0.062788144895719
"2271","MYOC",78,0.0171240395170143
"2272","DSG2",71,0.0155872667398463
"2273","MET",98,0.0215148188803513
"2274","PCGF2",266,0.058397365532382
"2275","POU4F3",5,0.00109769484083425
"2276","ANG",88,0.0193194291986828
"2277","SPTB",230,0.0504939626783754
"2278","ZFHX4",5,0.00109769484083425
"2279","RP1L1",165,0.0362239297475302
"2280","SLC39A14",265,0.0581778265642151
"2281","CUL3",25,0.00548847420417124
"2282","DZIP1",37,0.00812294182217344
"2283","ATXN2",324,0.0711306256860593
"2284","SYT2",261,0.0572996706915477
"2285","PSTPIP1",149,0.0327113062568606
"2286","BICC1",120,0.026344676180022
"2287","PSENEN",32,0.00702524698133919
"2288","SOX6",147,0.0322722283205269
"2289","SLFN14",26,0.00570801317233809
"2290","LPP",13,0.00285400658616904
"2291","NQO2",9,0.00197585071350165
"2292","TBXT",77,0.0169045005488474
"2293","THAP1",61,0.0133918770581778
"2294","ARHGAP31",362,0.0794731064763996
"2295","TNRC6A",11,0.00241492864983535
"2296","TRPM7",26,0.00570801317233809
"2297","CFC1",46,0.0100987925356751
"2298","SPRY2",38,0.00834248079034029
"2299","TMEM106B",240,0.0526893523600439
"2300","SYNE1",435,0.0954994511525796
"2301","RBPJ",268,0.0588364434687157
"2302","TNNT2",150,0.0329308452250274
"2303","ITM2B",90,0.0197585071350165
"2304","KITLG",97,0.0212952799121844
"2305","KAT5",171,0.0375411635565313
"2306","HPD",103,0.0226125137211855
"2307","TCF7L2",17,0.00373216245883644
"2308","ELANE",308,0.0676180021953897
"2309","CRYBB2",36,0.00790340285400659
"2310","RAD54L",14,0.00307354555433589
"2311","MMP19",16,0.00351262349066959
"2312","STEAP3",123,0.0270032930845225
"2313","HSPD1",192,0.0421514818880351
"2314","HBG2",61,0.0133918770581778
"2315","IFNGR1",135,0.0296377607025247
"2316","PDE6H",82,0.0180021953896817
"2317","NRIP1",21,0.00461031833150384
"2318","GNAT1",65,0.0142700329308452
"2319","CRELD1",118,0.0259055982436883
"2320","FOXC2",208,0.0456641053787047
"2321","UBAP1",51,0.0111964873765093
"2322","ADCY5",109,0.0239297475301866
"2323","SCN3B",39,0.00856201975850713
"2324","POU3F3",81,0.0177826564215148
"2325","CDH2",210,0.0461031833150384
"2326","LRP12",106,0.0232711306256861
"2327","CFB",77,0.0169045005488474
"2328","NRL",144,0.0316136114160263
"2329","PRPF4",125,0.0274423710208562
"2330","CD46",144,0.0316136114160263
"2331","RANBP2",122,0.0267837541163557
"2332","IRF2BPL",77,0.0169045005488474
"2333","CES1",3,0.000658616904500549
"2334","HSD11B1",25,0.00548847420417124
"2335","SNCB",23,0.00504939626783754
"2336","DHX30",111,0.0243688254665203
"2337","MIR96",12,0.0026344676180022
"2338","SH3TC2",340,0.0746432491767289
"2339","PDE10A",153,0.033589462129528
"2340","LYZ",49,0.0107574094401756
"2341","KCND3",155,0.0340285400658617
"2342","VAMP1",421,0.0924259055982437
"2343","ALOX5",8,0.0017563117453348
"2344","CR2",248,0.0544456641053787
"2345","GLRA1",125,0.0274423710208562
"2346","CRY1",6,0.0013172338090011
"2347","BTNL2",324,0.0711306256860593
"2348","TRAF7",371,0.0814489571899012
"2349","DIABLO",13,0.00285400658616904
"2350","SLC40A1",121,0.0265642151481888
"2351","TCF3",163,0.0357848518111965
"2352","COCH",38,0.00834248079034029
"2353","TRPM4",104,0.0228320526893524
"2354","PER2",9,0.00197585071350165
"2355","CRX",271,0.0594950603732162
"2356","PRPF8",133,0.029198682766191
"2357","WNK1",198,0.0434687156970362
"2358","KCNMB1",6,0.0013172338090011
"2359","NEUROD2",287,0.0630076838638858
"2360","HCN4",78,0.0171240395170143
"2361","DHX37",354,0.0777167947310648
"2362","SPTA1",204,0.0447859495060373
"2363","PDE6B",164,0.0360043907793633
"2364","ACTC1",188,0.0412733260153677
"2365","TNPO3",179,0.0392974753018661
"2366","NOVA2",110,0.0241492864983535
"2367","AURKA",43,0.00944017563117453
"2368","EPHA2",18,0.00395170142700329
"2369","CRYM",9,0.00197585071350165
"2370","B2M",201,0.0441273326015368
"2371","MINPP1",72,0.0158068057080132
"2372","VCAN",35,0.00768386388583974
"2373","TNFRSF1A",269,0.0590559824368825
"2374","LPL",99,0.0217343578485181
"2375","IL17F",111,0.0243688254665203
"2376","KRT6B",106,0.0232711306256861
"2377","FOXJ1",205,0.0450054884742042
"2378","TNNI3",177,0.0388583973655324
"2379","ZIC1",355,0.0779363336992316
"2380","C19ORF12",333,0.0731064763995609
"2381","NOD2",418,0.0917672886937431
"2382","SCGB3A2",8,0.0017563117453348
"2383","PDGFRA",128,0.0281009879253568
"2384","RAB7A",71,0.0155872667398463
"2385","CST3",56,0.0122941822173436
"2386","NANOS1",80,0.017563117453348
"2387","OSBPL2",10,0.0021953896816685
"2388","MCM6",27,0.00592755214050494
"2389","HSF4",13,0.00285400658616904
"2390","LMNB2",330,0.0724478594950604
"2391","NEDD4L",176,0.0386388583973655
"2392","INSL3",16,0.00351262349066959
"2393","TRIP12",79,0.0173435784851811
"2394","ADCY10",40,0.00878155872667398
"2395","NIPA1",127,0.0278814489571899
"2396","RUNX1",226,0.049615806805708
"2397","CACNB4",115,0.0252469813391877
"2398","CHD2",141,0.0309549945115258
"2399","CACNA1H",73,0.01602634467618
"2400","MYL4",12,0.0026344676180022
"2401","POLG2",374,0.0821075740944018
"2402","PTPN12",43,0.00944017563117453
"2403","HOXD10",20,0.00439077936333699
"2404","F11",43,0.00944017563117453
"2405","APOA1",97,0.0212952799121844
"2406","THBD",48,0.0105378704720088
"2407","KDR",8,0.0017563117453348
"2408","CCL2",61,0.0133918770581778
"2409","DHTKD1",68,0.0149286498353458
"2410","MOG",48,0.0105378704720088
"2411","SLC44A4",13,0.00285400658616904
"2412","ZFHX3",16,0.00351262349066959
"2413","HDC",22,0.00482985729967069
"2414","SMCHD1",386,0.0847420417124039
"2415","PRRX1",188,0.0412733260153677
"2416","HCRT",53,0.011635565312843
"2417","DAB1",90,0.0197585071350165
"2418","BFSP1",11,0.00241492864983535
"2419","KLHL24",24,0.00526893523600439
"2420","ATN1",298,0.0654226125137212
"2421","WAC",512,0.112403951701427
"2422","CSNK2A1",139,0.0305159165751921
"2423","IGF2BP2",17,0.00373216245883644
"2424","ZNF408",161,0.0353457738748628
"2425","PPP1R17",50,0.0109769484083425
"2426","GNE",409,0.0897914379802415
"2427","PER3",9,0.00197585071350165
"2428","POGLUT1",41,0.00900109769484083
"2429","LITAF",46,0.0100987925356751
"2430","VANGL2",174,0.0381997804610318
"2431","TCF12",159,0.0349066959385291
"2432","IRF8",64,0.0140504939626784
"2433","STING1",124,0.0272228320526894
"2434","CDH23",592,0.129967069154775
"2435","KRT12",23,0.00504939626783754
"2436","GDF11",115,0.0252469813391877
"2437","ANO5",324,0.0711306256860593
"2438","ATAD3A",413,0.0906695938529089
"2439","SLC33A1",151,0.0331503841931943
"2440","APOA2",50,0.0109769484083425
"2441","XRCC3",9,0.00197585071350165
"2442","CAPN3",207,0.0454445664105379
"2443","PRKACB",127,0.0278814489571899
"2444","SLC6A4",14,0.00307354555433589
"2445","SYCP3",43,0.00944017563117453
"2446","SOX17",20,0.00439077936333699
"2447","PKLR",116,0.0254665203073546
"2448","RASA1",239,0.0524698133918771
"2449","SLC30A8",17,0.00373216245883644
"2450","SCN10A",120,0.026344676180022
"2451","STARD7",52,0.0114160263446762
"2452","CTNNA1",13,0.00285400658616904
"2453","TLR3",123,0.0270032930845225
"2454","HNRNPDL",63,0.0138309549945115
"2455","SEC63",70,0.0153677277716795
"2456","SERPIND1",19,0.00417124039517014
"2457","CASP10",370,0.0812294182217344
"2458","AIRE",234,0.0513721185510428
"2459","MEFV",723,0.158726673984632
"2460","CBFB",13,0.00285400658616904
"2461","KRT13",15,0.00329308452250274
"2462","CD164",15,0.00329308452250274
"2463","BAX",57,0.0125137211855104
"2464","GPD2",17,0.00373216245883644
"2465","VIM",16,0.00351262349066959
"2466","RNF125",159,0.0349066959385291
"2467","FXYD2",39,0.00856201975850713
"2468","TFG",250,0.0548847420417124
"2469","HMMR",9,0.00197585071350165
"2470","TNFRSF13C",270,0.0592755214050494
"2471","SLC52A1",34,0.00746432491767289
"2472","CERT1",121,0.0265642151481888
"2473","GRHL3",140,0.0307354555433589
"2474","BCL11A",79,0.0173435784851811
"2475","IL13",8,0.0017563117453348
"2476","LDLR",160,0.0351262349066959
"2477","MST1R",15,0.00329308452250274
"2478","EPHX2",50,0.0109769484083425
"2479","C1QTNF5",21,0.00461031833150384
"2480","SERPINC1",67,0.0147091108671789
"2481","NARS1",230,0.0504939626783754
"2482","DCAF8",63,0.0138309549945115
"2483","LOXL1",37,0.00812294182217344
"2484","KLF13",69,0.0151481888035126
"2485","PKD2",150,0.0329308452250274
"2486","SRP72",15,0.00329308452250274
"2487","TET3",134,0.0294182217343579
"2488","ADH1C",83,0.0182217343578485
"2489","GCM2",127,0.0278814489571899
"2490","MTHFR",363,0.0796926454445664
"2491","RGR",130,0.0285400658616905
"2492","RP9",142,0.0311745334796926
"2493","PDYN",91,0.0199780461031833
"2494","GSDME",11,0.00241492864983535
"2495","RAX2",52,0.0114160263446762
"2496","GSN",212,0.0465422612513721
"2497","ASB10",18,0.00395170142700329
"2498","ZFYVE27",43,0.00944017563117453
"2499","TSPAN12",20,0.00439077936333699
"2500","PDLIM4",9,0.00197585071350165
"2501","NR2E3",169,0.0371020856201976
"2502","BLK",86,0.0188803512623491
"2503","IL31RA",8,0.0017563117453348
"2504","F12",50,0.0109769484083425
"2505","SRC",74,0.0162458836443469
"2506","MTNR1B",17,0.00373216245883644
"2507","DISC2",16,0.00351262349066959
"2508","GATAD2B",293,0.0643249176728869
"2509","PMS1",172,0.0377607025246981
"2510","FDPS",21,0.00461031833150384
"2511","RNF43",79,0.0173435784851811
"2512","PCSK9",147,0.0322722283205269
"2513","BCO1",8,0.0017563117453348
"2514","RNF13",287,0.0630076838638858
"2515","CASQ1",59,0.0129527991218441
"2516","RPE65",269,0.0590559824368825
"2517","CNGA1",152,0.0333699231613611
"2518","MATR3",261,0.0572996706915477
"2519","RHBDF2",102,0.0223929747530187
"2520","CCDC50",9,0.00197585071350165
"2521","GRIA2",86,0.0188803512623491
"2522","TUBA4A",15,0.00329308452250274
"2523","SLC5A2",31,0.00680570801317234
"2524","MIR184",29,0.00636663007683864
"2525","CLCN1",72,0.0158068057080132
"2526","ACVRL1",279,0.061251372118551
"2527","GUCY2C",34,0.00746432491767289
"2528","WASF1",127,0.0278814489571899
"2529","BAP1",686,0.150603732162459
"2530","IL4R",31,0.00680570801317234
"2531","AKT3",245,0.0537870472008782
"2532","SIK1",330,0.0724478594950604
"2533","RELA",93,0.020417124039517
"2534","MARS1",132,0.0289791437980241
"2535","PHACTR1",115,0.0252469813391877
"2536","RBM20",60,0.013172338090011
"2537","GAL",7,0.00153677277716795
"2538","CRYBA2",12,0.0026344676180022
"2539","ASXL2",116,0.0254665203073546
"2540","VANGL1",272,0.0597145993413831
"2541","HYMAI",241,0.0529088913282108
"2542","GLMN",57,0.0125137211855104
"2543","DLL4",336,0.0737650933040615
"2544","SNRPE",47,0.0103183315038419
"2545","CYCS",5,0.00109769484083425
"2546","ALPK1",29,0.00636663007683864
"2547","HEPACAM",138,0.0302963776070252
"2548","BFSP2",12,0.0026344676180022
"2549","LAMA4",52,0.0114160263446762
"2550","ZNF750",15,0.00329308452250274
"2551","KCNA1",409,0.0897914379802415
"2552","COL4A2",57,0.0125137211855104
"2553","HRG",7,0.00153677277716795
"2554","DYRK1B",32,0.00702524698133919
"2555","RHOBTB2",110,0.0241492864983535
"2556","UCP3",14,0.00307354555433589
"2557","MVD",22,0.00482985729967069
"2558","TRPA1",7,0.00153677277716795
"2559","EFEMP1",15,0.00329308452250274
"2560","ARHGEF10",20,0.00439077936333699
"2561","TM4SF20",22,0.00482985729967069
"2562","ERMARD",301,0.0660812294182217
"2563","SAMD9L",201,0.0441273326015368
"2564","CNBP",92,0.0201975850713502
"2565","SDHAF2",213,0.046761800219539
"2566","TIMP3",17,0.00373216245883644
"2567","ADGRV1",208,0.0456641053787047
"2568","IMPG1",41,0.00900109769484083
"2569","IKZF5",26,0.00570801317233809
"2570","CHD3",103,0.0226125137211855
"2571","DLC1",43,0.00944017563117453
"2572","TUBB8",13,0.00285400658616904
"2573","TNNI3K",35,0.00768386388583974
"2574","CDC42",507,0.111306256860593
"2575","PURA",338,0.0742041712403952
"2576","REEP2",80,0.017563117453348
"2577","SLC5A7",341,0.0748627881448957
"2578","C9ORF72",438,0.0961580680570801
"2579","GPD1L",50,0.0109769484083425
"2580","ADAM10",7,0.00153677277716795
"2581","ANO3",66,0.0144895718990121
"2582","KCNK18",7,0.00153677277716795
"2583","UROD",45,0.00987925356750823
"2584","CDK13",122,0.0267837541163557
"2585","PPP1R3A",17,0.00373216245883644
"2586","POMC",148,0.0324917672886937
"2587","C3",72,0.0158068057080132
"2588","ARMC5",139,0.0305159165751921
"2589","KRIT1",117,0.0256860592755214
"2590","VKORC1",17,0.00373216245883644
"2591","FUZ",198,0.0434687156970362
"2592","SRPX2",336,0.0737650933040615
"2593","KLHL10",41,0.00900109769484083
"2594","ABCC1",9,0.00197585071350165
"2595","NUTM2B-AS1",57,0.0125137211855104
"2596","SLC26A8",6,0.0013172338090011
"2597","THRA",93,0.020417124039517
"2598","SPTLC2",36,0.00790340285400659
"2599","MIP",12,0.0026344676180022
"2600","KANK1",39,0.00856201975850713
"2601","PRPF31",144,0.0316136114160263
"2602","PKP2",50,0.0109769484083425
"2603","PPP2R2B",115,0.0252469813391877
"2604","SRGAP1",13,0.00285400658616904
"2605","CALCR",9,0.00197585071350165
"2606","NR3C1",120,0.026344676180022
"2607","IKBKB",58,0.0127332601536773
"2608","RNF170",28,0.00614709110867179
"2609","ABCA7",96,0.0210757409440176
"2610","KIDINS220",168,0.0368825466520307
"2611","PKD1",149,0.0327113062568606
"2612","SPTBN2",197,0.0432491767288694
"2613","KCNA5",17,0.00373216245883644
"2614","CTRC",98,0.0215148188803513
"2615","TREH",8,0.0017563117453348
"2616","ARL13B",241,0.0529088913282108
"2617","SRD5A3",295,0.0647639956092206
"2618","AGXT",164,0.0360043907793633
"2619","DCAF17",267,0.0586169045005488
"2620","TPMT",3,0.000658616904500549
"2621","RAG1",498,0.109330406147091
"2622","HR",64,0.0140504939626784
"2623","GFPT1",282,0.0619099890230516
"2624","EXOSC8",78,0.0171240395170143
"2625","CD79A",185,0.0406147091108672
"2626","MTRR",249,0.0546652030735456
"2627","MOGS",143,0.0313940724478595
"2628","SCO1",89,0.0195389681668496
"2629","PRUNE1",116,0.0254665203073546
"2630","GTPBP3",141,0.0309549945115258
"2631","ST3GAL3",168,0.0368825466520307
"2632","CAT",87,0.0190998902305159
"2633","SLC2A10",394,0.0864983534577387
"2634","COA5",10,0.0021953896816685
"2635","DHX38",125,0.0274423710208562
"2636","ADAMTSL4",73,0.01602634467618
"2637","EXOC7",92,0.0201975850713502
"2638","TMEM260",131,0.0287596048298573
"2639","UQCC3",30,0.00658616904500549
"2640","MYO1E",37,0.00812294182217344
"2641","ABCA2",69,0.0151481888035126
"2642","OCLN",187,0.0410537870472009
"2643","RFC1",126,0.0276619099890231
"2644","KERA",17,0.00373216245883644
"2645","NT5C3A",13,0.00285400658616904
"2646","UFM1",67,0.0147091108671789
"2647","TULP1",253,0.055543358946213
"2648","PKHD1",364,0.0799121844127333
"2649","CCDC40",200,0.0439077936333699
"2650","FBXL4",198,0.0434687156970362
"2651","DRAM2",36,0.00790340285400659
"2652","RD3",85,0.0186608122941822
"2653","CUBN",40,0.00878155872667398
"2654","GATB",43,0.00944017563117453
"2655","TRMT5",79,0.0173435784851811
"2656","CDC14A",14,0.00307354555433589
"2657","SLC5A6",104,0.0228320526893524
"2658","FERMT3",69,0.0151481888035126
"2659","TOR1AIP1",36,0.00790340285400659
"2660","WHRN",104,0.0228320526893524
"2661","POMGNT2",237,0.0520307354555434
"2662","TAP2",55,0.0120746432491767
"2663","SPG11",459,0.100768386388584
"2664","MTR",96,0.0210757409440176
"2665","TNFSF11",277,0.0608122941822173
"2666","XDH",35,0.00768386388583974
"2667","TBC1D7",74,0.0162458836443469
"2668","ALPK3",23,0.00504939626783754
"2669","CHRDL1",52,0.0114160263446762
"2670","ALDH6A1",92,0.0201975850713502
"2671","SERPINA1",64,0.0140504939626784
"2672","ALG14",280,0.0614709110867179
"2673","PDHX",205,0.0450054884742042
"2674","NLRP7",5,0.00109769484083425
"2675","VPS13A",332,0.0728869374313941
"2676","ASS1",75,0.0164654226125137
"2677","TRIP4",291,0.0638858397365532
"2678","RNASEH1",201,0.0441273326015368
"2679","TK2",438,0.0961580680570801
"2680","PIGU",178,0.0390779363336992
"2681","MPZL2",11,0.00241492864983535
"2682","HMGCS2",21,0.00461031833150384
"2683","ISCA1",75,0.0164654226125137
"2684","FXN",234,0.0513721185510428
"2685","NOS1AP",80,0.017563117453348
"2686","ANO6",8,0.0017563117453348
"2687","PNPO",171,0.0375411635565313
"2688","SLC6A9",154,0.0338090010976948
"2689","PDZD7",121,0.0265642151481888
"2690","SMN1",207,0.0454445664105379
"2691","MRPS34",100,0.021953896816685
"2692","OXCT1",33,0.00724478594950604
"2693","PADI6",8,0.0017563117453348
"2694","ZAP70",259,0.0568605927552141
"2695","ARMC9",249,0.0546652030735456
"2696","SOBP",44,0.00965971459934138
"2697","TNIK",114,0.0250274423710209
"2698","SLC13A3",23,0.00504939626783754
"2699","ALG3",206,0.045225027442371
"2700","PTF1A",188,0.0412733260153677
"2701","PIGG",185,0.0406147091108672
"2702","KIZ",124,0.0272228320526894
"2703","LRIG2",81,0.0177826564215148
"2704","TBCD",371,0.0814489571899012
"2705","MRTFA",34,0.00746432491767289
"2706","UGT1A1",150,0.0329308452250274
"2707","ALDH4A1",27,0.00592755214050494
"2708","CCDC32",140,0.0307354555433589
"2709","C1QA",27,0.00592755214050494
"2710","RXYLT1",193,0.042371020856202
"2711","FKTN",936,0.205488474204171
"2712","DTNBP1",46,0.0100987925356751
"2713","MEGF10",115,0.0252469813391877
"2714","RORC",13,0.00285400658616904
"2715","UQCRFS1",94,0.0206366630076839
"2716","WDR1",93,0.020417124039517
"2717","ACADM",208,0.0456641053787047
"2718","MYO3A",11,0.00241492864983535
"2719","USP45",94,0.0206366630076839
"2720","SFRP4",80,0.017563117453348
"2721","ISG15",28,0.00614709110867179
"2722","CHRNA3",60,0.013172338090011
"2723","CLDN9",9,0.00197585071350165
"2724","AGTR1",66,0.0144895718990121
"2725","FAH",172,0.0377607025246981
"2726","PATL2",6,0.0013172338090011
"2727","GMPPB",846,0.185729967069155
"2728","NTHL1",90,0.0197585071350165
"2729","COQ9",83,0.0182217343578485
"2730","SCAPER",135,0.0296377607025247
"2731","MMUT",311,0.0682766190998902
"2732","CCDC28B",188,0.0412733260153677
"2733","FOXI1",103,0.0226125137211855
"2734","FGG",106,0.0232711306256861
"2735","DZIP1L",200,0.0439077936333699
"2736","IFT74",46,0.0100987925356751
"2737","NARS2",146,0.03205268935236
"2738","RFXANK",243,0.0533479692645445
"2739","TFAM",52,0.0114160263446762
"2740","TTC21A",1,0.00021953896816685
"2741","AVIL",22,0.00482985729967069
"2742","GNS",156,0.0342480790340285
"2743","SLC18A3",439,0.096377607025247
"2744","C1QB",27,0.00592755214050494
"2745","ARMC2",28,0.00614709110867179
"2746","DSG4",111,0.0243688254665203
"2747","HADHA",334,0.0733260153677278
"2748","COX6A1",33,0.00724478594950604
"2749","SLC25A38",17,0.00373216245883644
"2750","DNAJC6",192,0.0421514818880351
"2751","POMT2",1124,0.246761800219539
"2752","TEX14",41,0.00900109769484083
"2753","ALG9",325,0.0713501646542261
"2754","AMACR",175,0.0384193194291987
"2755","CENPF",149,0.0327113062568606
"2756","HAMP",110,0.0241492864983535
"2757","NAGA",367,0.0805708013172338
"2758","HADHB",218,0.0478594950603732
"2759","SCYL1",172,0.0377607025246981
"2760","LRPPRC",118,0.0259055982436883
"2761","SLC25A21",78,0.0171240395170143
"2762","SYT14",78,0.0171240395170143
"2763","HPS1",104,0.0228320526893524
"2764","SPATA5",271,0.0594950603732162
"2765","SLC25A20",202,0.0443468715697036
"2766","TRMT10C",53,0.011635565312843
"2767","PRDM5",189,0.0414928649835346
"2768","CFAP69",18,0.00395170142700329
"2769","CLDN10",55,0.0120746432491767
"2770","VPS33A",525,0.115257958287596
"2771","SERPINB8",9,0.00197585071350165
"2772","AP3B1",207,0.0454445664105379
"2773","TYR",196,0.0430296377607025
"2774","UQCRQ",36,0.00790340285400659
"2775","UGDH",120,0.026344676180022
